username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,lang
Aetheryne,10.0,"Best of all time
",4,90,150,14,8.5349,1063,15271,en
Aexryu,,"1-4 Players, best at 2",4,90,150,14,8.5349,1063,15271,da
afafard,9.0,"I was initially skeptical about the hype but was sold after my first 2 plays.

In the same vein as Viticulture, Ark Nova has a deceptive Engine Building look but, in reality is more like a race.  
Players have to be ready to face many tactical decisions and adapt their strategies along the way.",4,90,150,14,8.5349,1063,15271,en
aFamilyOfTrees,8.0,"[DY]
I must admit that I like the idea of conservation, but zoo's are a means of entertainment for us and don't give much regard to the animals. As such, this game was not one that appealed to me in theme.

The game has gotten a lot of praise and some criticism. While I don't understand the heaps of praise, I'm not going to get every game, so it's fine. The criticisms are not uncommon in games with these mechanisms, so you either like it or don't.

Mechanically, it uses the scoring from Rajas of the Ganges, the card play of Terraforming mars, and a few other mechanisms from great games of the last 5 years. There's no problem with that either, because most games are built on top of previous design ideas.

What's fun about the game, in my opinion, is how it accelerates. You start off barely able to play an animal and an enclosure, but by the end you can have tons of money to play multiple animals, enclosures, etc. So you can have really exciting turns and the growth is fun.

We all found that there was a disparity between upgrading cards and unlocking assistants. There are more opportunities to get assistants than the number of assistants you have. This is not the case for card upgrades, so when you get to 2 conservation, always take the card upgrade. And when you upgrade a card, it's important to make good decisions. Getting a level 2 association card is necessary at some point.  I would advise against getting level 2 sponsorship.

The game can feel very swingy and luck based to to the card draw element. If you like that in a 3+ hour game, then have at it. For me, I didn't think it was that enjoyable. And if you don't get cards that match the conservation goals, then you're in big trouble. In my opinion, that's not fun. Someone's going to have a great time, someone else is going to be struggling the entire game. This may be of no fault of your own...

Ultimately, the game is for the audience it is for. It's like wingspan meets TM. If that appeals to you, you'll really love it. If you like a more strategic game that's less luck driven and maybe takes a little less time, I'd suggest maybe try before you buy.

Update 7/23:
On a second play I enjoyed it more and am bumping it to an 8. I think it's a good game and I like the feeling of conflict in what upgrades to get and what path to go. But I will admit that I think part of the reason I enjoyed it more was because I had cards that worked together pretty well and felt more in control. This is going to vary from game to game however, with such a large deck and random draw.",4,90,150,14,8.5349,1063,15271,en
AfrikaKorps14,8.5,"Picked up ding/dent copy a local store.  Wife loves it, scratches the same itch as Terraforming Mars for her, but with a better theme.  I like the depth and additional strategy, but the theme is not better or worse for me compared to TM.  Excellent title and will hit the table a lot (assuming we have the time!).",4,90,150,14,8.5349,1063,15271,en
afterthegame,,Warsaw,4,90,150,14,8.5349,1063,15271,en
agampher,9.0,Tends to run long,4,90,150,14,8.5349,1063,15271,en
agardner1993,9.0,"Outstanding. The action selection mechanism is so fun. The tableau building is good love the interaction with sponsors and the conservation projects and animal cards. I do think you could stand to flush the first 3 cards instead of 2 to get through the deck a little faster but it's super fun!

Can't wait to keep exploring.",4,90,150,14,8.5349,1063,15271,en
Agent Chi,,"[b]Expansion:[/b]
[thing=368158][/thing]",4,90,150,14,8.5349,1063,15271,en
agent easy,7.0,"A very good game. Has t grabbed me the way it seems to have grabbed many others, but I do like it. It feels like a cross between Terraforming mars (managing tags for prerequisites and goals). Rajas of the Ganges (scoring system) and… Bios Megafauna? (Animal theme, card display, challenge of lining up the stars to make it possible to get cards out). It’s pretty long, maybe a bit to long for the amount of luck involved.",4,90,150,14,8.5349,1063,15271,en
AgentDib,9.0,2-3 players,4,90,150,14,8.5349,1063,15271,en
AgentMeat,8.0,"Great tactical game where you are building your tableau though cycling you action-cards in the right rythm to be as efficient as possible. The comboing, the difficult choices, the theme, the ease of play, etc....make this a great game that likely will rise over time in my estimation",4,90,150,14,8.5349,1063,15271,en
agentpatman,10.0,"I can see what the hype is about. I feel like they got everything right. The theme is excellent and blends well with the mechanics. The action selection mechanism is perfect for this game. It really focuses your turn because some options are not available to you so you don’t have to think about it. The more often you use it the less powerful it is. It forces you to execute different actions so you are always maxing the abilities of the cards. Knowing when to play your cards to pull off all the bonuses is excellent. 

The appeal and conservation tracks are a nice touch. You have to strike a balance between the two which forces you to juggle building an attractive park but also paying back in a way which is excellent thematically. 

The huge deck is amazing. I think we saw 1/3 in our play. There’s so much to uncover here which makes replay ability insane. Different park maps add another layer to this. The game is definitely tactical and card draws can add a luck element like any card game. 

The only complaint I have is I wish there were fun facts or info about the animals on the cards like wingspan. Hopefully they come out with an app or website to type in the card number to do the same thing. Maybe a printed booklet when they are done with expansions. 

I can’t wait to see expansions because I want more stuff. It doesn’t need it but more animals, ideas, etc can add so much to an already awesome game. I can see events, corporation angle, prelude, and all terraforming mars type ideas working here.",4,90,150,14,8.5349,1063,15271,en
AgentStone,6.0,"I'm not amazed by this game, and at this kind I like other games much more. Played like 3-4 times, but I think the card drawing has too much luck and with the hand limit it makes the game very tight.",4,90,150,14,8.5349,1063,15271,en
AgileJohn,8.0,Unique cards can create extremely lopsided games in 2p.,4,90,150,14,8.5349,1063,15271,en
Agitator66,,"Nehéz mit mondani róla; maximálisan megértem a helyezést a BGG-n. Nagyon jó téma, nagyon jó a mechanika, szuper az egész. Egyetlen hátránya annyi, hogy borzalmas hosszú a játékidő, és nagy a kipakolási igény. Egyebekben zseniális, szinte felér az Anachrony szintjére. De csak szinte.",4,90,150,14,8.5349,1063,15271,hu
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
21tirules,9.5,"Components and player aids are exceptional, that is once your player boards get acclimated to your environment and flattened. Final verdict on that to follow.",4,90,150,14,8.44125,285,2707,en
3urogamer,,Kinson Key games,4,90,150,14,8.44125,285,2707,en
8janek8,,pl,4,90,150,14,8.44125,285,2707,en
aadrienns,,group KS,4,90,150,14,8.44125,285,2707,en
abolition1,8.0,Kickstarter with expansions Accommodations + Advancements,4,90,150,14,8.44125,285,2707,en
Achire,8.0,"Played at Tantrumcon. We didn't have enough time to finish the game, sadly, but it was great. At first it can seem overwhelming but it comes together quite easily. Everything makes thematic sense and the rocket launch is really exciting as the culmination of everything you have been working towards. It seems there are some different paths to take and a lot of things can change from game to game like the layouts of the actions, the company goals, and just what cards/tiles come out. Rating as an 8 based on first impression with potential to go up as I get more playtime.",4,90,150,14,8.44125,285,2707,en
Addiction2k,8.0,"For now this is an 8, but it absolutely might be a 10. It's a very, very, VERY solid game that can flummox you if you aren't careful. More plays will tell the tale here.",4,90,150,14,8.44125,285,2707,en
aelthar08,,Kickstarter,4,90,150,14,8.44125,285,2707,de
AgnesLouise,,"Interesting, but $$$ and may be too hard?
Good solo?",4,90,150,14,8.44125,285,2707,en
aidolon,,"1 - 4 Players
Board",4,90,150,14,8.44125,285,2707,en
Alae,,https://www.kickstarter.com/projects/kinsonkeygames/galactic-cruise,4,90,150,14,8.44125,285,2707,en
Alan How,10.0,"This is an incredible game. Very polished, great presentation and superb gameplay.

You are building rocket ships to take guests on a tour of space. You need to assemble the rocket, provide power, food and oxygen, advertise for guests and by doing so you will score a bunch of points.

The worker placement solution to getting these resources is very elegant. There are 6 spots to place your worker each of which contain two of the twelve actions. You take two of these and often from the adjacent spots. 

Since everyone has 2 starting workers there is competition for these spots. But the beauty of bumping someone else’s worker back to their base is they get a minor benefit and you get to take the action. Everyone has their own player board to monitor progress and this is made very easy to see at a glance.

There are special agenda cards to acquire, which have two options, a reputation track that can get you out of trouble for loss of your reputation and many other aspects to consider. All of this may seem too much but an excellent player handbook guide provides many of the answers even with a “ How do I get this resource?” support. 

The variety is astounding. There are 48 blueprint guest elements to put in your ship; three types of guest, a bunch of cockpit and engine choices, a big deck of agenda cards as well as two expansions if this isn’t enough variety. 

The game is very smooth. All the actions are intuitive and match the theme so you quickly gather this set of information in your head and a second game will be so easy to play, with focus on the options and routes you wish to follow.

Amazingly, this is from a first time set of designers and a first time publisher. They hired GameTrayz and Ian O’Toole so it all fits together well and looks great, but the design is brilliant.

They have set the bar very high so it is unlikely there will be a better game coming out this year, at least for me.",4,90,150,14,8.44125,285,2707,en
alexbatbee,,KS,4,90,150,14,8.44125,285,2707,en
alexrm90,,Kickstarter,4,90,150,14,8.44125,285,2707,de
ameto,,Kickstarter Edition; includes the Advancements and Accommodations expansions,4,90,150,14,8.44125,285,2707,en
amitaiitz,9.0,"this one completely won me over. 
The design is incredibly smart, striking the perfect balance between complex decision-making and straightforward actions. Every choice feels meaningful, and the mechanics are deeply thematic, making every action make perfect sense within the game’s world.

It’s hard to believe this is a first-time creation. The level of polish and depth is truly impressive. Highly recommended!",4,90,150,14,8.44125,285,2707,en
Andronius,8.0,Played at ProtoATL,4,90,150,14,8.44125,285,2707,en
angharan,,Future CEO Kickstarter,4,90,150,14,8.44125,285,2707,de
Annabel_Lee,,"Spielbound Kickstarter pledge, not paid",4,90,150,14,8.44125,285,2707,en
aphraeldanae,,KS all in,4,90,150,14,8.44125,285,2707,en
Apocryphile,3.0,Mind-numbingly long,4,90,150,14,8.44125,285,2707,en
arnisw,9.0,"Thematically and mechanically strong game but is on the long side with 4 players, way past 150 minutes listed on the page.",4,90,150,14,8.44125,285,2707,en
Athex,9.6,Best game I played at BGGcon 2023,4,90,150,14,8.44125,285,2707,en
auronmessatsu,,Essen 2024,4,90,150,14,8.44125,285,2707,de
Avid_Equinox,8.0,"+ plenty of mechanics stitched together to make a heavy euro
+ Doesn't feel bloated despite this
+ You scale your engine out across almost every area of the game

- worker placement is more of an action selection mechanism due to the gear upgrades and being able to replace an opponents worker for cheap (can easily take any space on the board)",4,90,150,14,8.44125,285,2707,en
Balpen420,,Prefer a Dutch version if published ,4,90,150,14,8.44125,285,2707,sk
basejester,6.05,"+ Nice thematic touches on art details
+ Good iconography 
- Too much iconography 
- No new ideas
- Kitchen sink
- too long

It's cute.  It's complex.  5 hour first play with teaching.  Juice is not worth the squeeze for me.",4,90,150,14,8.44125,285,2707,en
belongtousgaming,10.0,This an incredibly thematic euro with a nice flow that hits all the right beats for a solid worker placement game. I was lucky enough to be a part of this game's playtesting from near the beginning and can't wait to see how the final product lands.,4,90,150,14,8.44125,285,2707,en
benjo6685,,"Very fun, easy to pick up but enough complexity to keep it interesting.  Definitely one we'll bring to the table regularly.",4,90,150,14,8.44125,285,2707,en
BGFreakDag2PT,,Kickstarter,4,90,150,14,8.44125,285,2707,de
Bigshowfan,10.0,GOTY 2025 (as of March),4,90,150,14,8.44125,285,2707,en
blondebunbun,,Kickstarter: Due February 2025,4,90,150,14,8.44125,285,2707,en
Bobobob598,,"Even the wonderful art of Ian O'Toole can't get me into the theme. This stuff used to be fun when it seemed scifi. Now it's just billionaires squandering their hoarded planetary resources. More than they could ever use...

Everyone can comment however the feel about playing the game or how much they anticipate doing so. All fair.",4,90,150,14,8.44125,285,2707,en
bob_albright,,expected 02/2025,4,90,150,14,8.44125,285,2707,en
bonster20,,"[Kickstarter, Future CEO pledge:
-  Galactic Cruise
- Advancements Expansion
- Accommodations Expansion
- Deluxe Bits
plus:
- custom card sleeves
]",4,90,150,14,8.44125,285,2707,en
boranis,,KS,4,90,150,14,8.44125,285,2707,en
BozaDude,10.0,"Galactic Cruise is a game that soars in the top stratosphere of it's genre. Stellar mechanics, decision trees that branch out of this world and intense indirect cosmic conflict that always leaves you with a 'one more turn' desire.

This has been the one of the few games on TTS that after the very first test (flight) I said 'I want to have this game in my hands NOW!'

I am anxious for this otherworldly good game to be launched and find its place among the stars of it's peers!",4,90,150,14,8.44125,285,2707,en
Braveheart85,,weega,4,90,150,14,8.44125,285,2707,en
Bromoe,9.0,Great workerplacement. One game is never the same.,4,90,150,14,8.44125,285,2707,en
BrutusA,,ESSEN 2024,4,90,150,14,8.44125,285,2707,en
bwilliams7380,9.5,KS Edition,4,90,150,14,8.44125,285,2707,en
CaptainGeoluread,,Tax and shipping owed by December.,4,90,150,14,8.44125,285,2707,en
CaptAwesome,10.0,"I've played this 3 times now in playtesting and I *love* it. Each time has come with slight rules changes to fine tune the balance and progression of the game.

So much of the game is modular, meaning that there is an astronomical number of possibilities for each game's setup. Looking forward to this one!",4,90,150,14,8.44125,285,2707,en
causticforever,,Played at Ice and Dice 2023 - quite good,4,90,150,14,8.44125,285,2707,en
cbazler,8.0,"A good worker placement game with a fun, novel theme. It's quite challenging, since you basically need a bit of everything and constantly find yourself being wiped of all of your resources as you build and launch your ships. 

There's a nice give-and-take: launching a ship gives you income from passengers but temporarily deprives you of a worker. Building your segments depletes your money but you can make some back by recruiting passengers. The ""token-flipping"" income mechanic is genius, and I like the incentives you get from replenishing the agenda cards. I don't think the game scales well with two players, however: even with the dummy player you don't bump each other often and some parts of the board (e.g. ""Refill Storage Silo"") are rarely used.

As always, I dislike Ian O'Toole's art and graphic design: the whole appearance is lifeless and drab and looks like all of Lacerda's dry big-box games (though this game is lighter than those). The icon-heavy board and insistence on complete language-independence make it unnecessarily hard to learn and teach. Come on, publishers, if you can put English words on all the cards and ridiculously-large player aids, you can print a few words on the board—or at least make these icons more distinctive and interesting!",4,90,150,14,8.44125,285,2707,en
Cekufrombeyond,,ed inglese KS,4,90,150,14,8.44125,285,2707,en
CFsuarez,,"Kinson Key Games
Scheduled for release in 2025",4,90,150,14,8.44125,285,2707,en
Chilla_Aquila,10.0,"Euro-heavy worker placement on steroids with a great theme, very well balanced, very well thought out and not too complex - the different mechanics make each action feel refreshing and different rather than overwhelming and confusing, though has a steep learning curve.",4,90,150,14,8.44125,285,2707,en
choubynet,,À tester,4,90,150,14,8.44125,285,2707,en
chrisdstorer,,1-4,4,90,150,14,8.44125,285,2707,en
ChrisH_,,"ETA: February 2025
PM done",4,90,150,14,8.44125,285,2707,en
Chromasaurus,,"Great production quality in a big, sprawling, thematic worker-placement euro.",4,90,150,14,8.44125,285,2707,en
Clan Lambda,9.0,Backed on Kickstarter.,4,90,150,14,8.44125,285,2707,en
clauba,10.0,Just wow,4,90,150,14,8.44125,285,2707,en
CleverCaitlin,10.0,Played prototypes at Tantrum Con and Proto ATL. Amazing game!,4,90,150,14,8.44125,285,2707,en
coloradoboardgameguy,,Kickstarter,4,90,150,14,8.44125,285,2707,de
consaibot47,8.5,"Wait till play Full game until deciding on if to buy

Great game, with very nice production and quality.

Liked how it seemed that everyone you do rewarded you, even recalling workers gave you a resource and one action.

Turns were a bit long, as had to advance ships, do stuff there, then take an ""actual"" turn.

Only played intro game so far, so maybe opinion will change once played the full game.

",4,90,150,14,8.44125,285,2707,en
Coralouwho,,"Original KS - https://www.kickstarter.com/projects/kinsonkeygames/galactic-cruise

Publisher - https://www.kinsonkeygames.com/

#LetterG
#Space",4,90,150,14,8.44125,285,2707,en
Creymoren,10.0,"If it's not Board Game of the Year 2025, then there's a problem.  Top to bottom, this game is fantastic in every single aspect.  You will not regret purchasing!",4,90,150,14,8.44125,285,2707,en
ctskas,,Gen Con 2024,4,90,150,14,8.44125,285,2707,en
Cybot6,,ceo deluxe,4,90,150,14,8.44125,285,2707,it
Cyrsal,9.0,KS,4,90,150,14,8.44125,285,2707,en
DaddyDosDeuce,9.5,"The quality of this game is amazing. A lot of wooden bits, amazing storage holders produced by Game Trayz. Dual layered player boards. You'd think the retail version was actually the deluxe version, but the retail version IS the deluxe version.",4,90,150,14,8.44125,285,2707,en
DadouXIII,,Still unplayed,4,90,150,14,8.44125,285,2707,sv
daeng,9.0,Smoothie of a heavy game. Taught in ~15mins to experienced players.,4,90,150,14,8.44125,285,2707,en
Daimler,,LI. Another unnecessary complex worker-placement euro game with lots of resource conversions and completely pasted on theme.,4,90,150,14,8.44125,285,2707,en
DANIEL VAZQUEZ,,Maldito Games,4,90,150,14,8.44125,285,2707,it
danjakk,,"January 2025
febuary 2025
",4,90,150,14,8.44125,285,2707,en
Deadhead_bgg,10.0,Demoed at Gen Con 24,4,90,150,14,8.44125,285,2707,en
debxgamer,,Kickstarter,4,90,150,14,8.44125,285,2707,de
deehizzle,,"Future CEO pledge (Accommodations expansion, Advancements expansion, & Deluxe bits)

Est March 2025",4,90,150,14,8.44125,285,2707,en
delker79,,KICKSTARTER,4,90,150,14,8.44125,285,2707,en
derriyanachappell,10.0,i want this game so i can play it with myself okay.,4,90,150,14,8.44125,285,2707,en
Dildo_Baggins,,Action based game.,4,90,150,14,8.44125,285,2707,en
dlc_1532,7.0,"[February 2025 - 7.0]
It's a beautiful and wonderfully produced game, and I think if you enjoy Vital Lacerda's Kanban, you'll enjoy Galactic Cruise, but it doesn't quite fire on all cylinders for me.

Both Galactic Cruise and Kanban are what I refer to as very procedural or assembly-line games -- you do A, then B, then C, etc. to get to your goal. You can do things in a slightly different order, or focus more on one area over another, but ultimately you still need all the same parts to make the whole. That in no way means it's easy. Galactic Cruise proves itself as a modern tight euro in which at numerous points in the game you'll be just $1 or one resource short of accomplishing an amazing turn. That always peaks my brain ... ""find a more efficient way next time!""

So that's good. But even after a few rounds I felt like I was on rinse and repeat -- get a ship, get blueprints for cabins, schedule a trip, attract some customers, get some money, get some resources and launch. The one aspect of the game that added the most variability were the agenda cards. Most of the cards are pretty powerful, and can help you do those assembly-line steps in unique ways. That's fun, but beyond that there wasn't a lot of variability in the actions you take.

There is some minor interaction in the game with a bump out reward in the worker-placement spots, but it doesn't feel that consequential. It's not like by bumping you out I'm hurting your plan or altering the game in any big way. In other words, there's no decision angst with a bump out -- you do it with no harm to you and the other player if that's where you want to go.

It's a good game, I'd play it a few more times, but I wouldn't say it excites me enough to keep it when great games of this nature like On Mars or Lisboa exist.",4,90,150,14,8.44125,285,2707,en
Doerk,,Essen 23,4,90,150,14,8.44125,285,2707,de
dpaul7,8.2,Very enjoyable!,4,90,150,14,8.44125,285,2707,sl
DPruett2333,,Around $100,4,90,150,14,8.44125,285,2707,de
drlongbottom,5.0,"Cool game but the downtime is so unreasonable that I don't want to play again. The Gallerist is cleaner. Every turn here is 4x too long. Needed to be chopped up, and that's not a critique on its weight.",4,90,150,14,8.44125,285,2707,en
dsmoses,,"Looks like a game I'd personally be really interested in, but maybe a bit too heavy, too long, or at least too much of a teach to get it to the table with my game group.

Mechanics seem interesting and actions/choices seem to fit together, but lots of stuff going on. Ending seems like it can sneak up, and final scoring be quite a surprise.

Lots of comparisons to Lacerda games.",4,90,150,14,8.44125,285,2707,en
Duffij,,KS,4,90,150,14,8.44125,285,2707,en
dumpty,9.0,"* Advancements Expansion
* Accommodations Expansion
* Deluxe Bits
* Playmat
* Custom Sleeves

What a game!  Wow!",4,90,150,14,8.44125,285,2707,en
dunedragn,9.5,10,4,90,150,14,8.44125,285,2707,en
Dynastico,8.0,"A game that shamelessly copies the graphic design, component style, and game design principles of the Eagle-Gryphon Lacerda games.  It's a good thing it also emulates those games' actual quality, as well. It feels very much inspired by The Gallerist in particular, as a pseudo-worker placement with a heavy emphasis on action efficiency. In Lacerda fashion, the process of sending people on cruises is somewhat complicated, but fortunately the individual requirements are straightforward both to comprehend and to actually carry out.  I appreciate that this is a much more ""player-friendly"" game than say, On Mars. Not in the sense that there's no player interaction, but that the game itself is less hell-bent on forcing them to make inefficient choices for the sake of progressing their convoluted mission.",4,90,150,14,8.44125,285,2707,en
Edgecrusher100,,Tanuki,4,90,150,14,8.44125,285,2707,en
EpilepticTbone,,"Hello, and welcome to Galactic Cruise. Here, we offer our guests something special: the comfort of a luxury cruise with the innovation of space travel. As the first company to offer extended-stay space vacations, we are excited to have you working for us!
As a supervisor of this company, you’ll be expected to not only build these shuttles and satisfy our guests, but also to help the company thrive by enhancing our company network, inventing new technologies, and growing our workforce.
We are a united company, and you’ll often find that what another supervisor does will make your job easier. Let me be clear, though, this is a competition. The supervisor who comes out on top will become CEO of the company. Worker Placement. EXPANSIONS",4,90,150,14,8.44125,285,2707,en
EricPAQUAY,,KICKSTARTER - March 2025,4,90,150,14,8.44125,285,2707,en
Erook,4.0,"Too long, choices are predictable and lacks any real theme sadly. Great Art.",4,90,150,14,8.44125,285,2707,en
erzengel,,"pledge 1$ ...will decide later to get this without a language version!

German edition from PD-Verlag 03/2025: 
Galactic Cruise: Grundspiel + Advancements Erweiterung + Accomodations Erweiterung + Deluxe-Komponenten",4,90,150,14,8.44125,285,2707,en
esteves91,8.5,"[b]Expansions:[/b]
[thing=414976][/thing]
[thing=414974][/thing]

[b]Extras:[/b]
[thing=439353][/thing]",4,90,150,14,8.44125,285,2707,en
EvanGameDesigner,9.0,"I'll definitely be acquiring this as soon as able via whatever platform they use for crowdfunding. I've seen this develop over the years, and had a great time playing it many times. These designers are not only doing things the right way with tons of playtesting and building community organically, they're also providing so much to the design community, and generally lift up those around them. Plus, this game is just as awesome as it looks!",4,90,150,14,8.44125,285,2707,en
federik21,6.0,"Lacerda-like game: Build shuttle, take passengers, launch, repeat.",4,90,150,14,8.44125,285,2707,en
feldfan2014,,"KS ""Future CEO"" pledge level, which also included [thing=414976][/thing], [thing=414974][/thing], and the [thing=439353][/thing]; I added on the [thing=439354][/thing] and the sleeves in the PM",4,90,150,14,8.44125,285,2707,en
Feryl12,,Future CEO Bundle Preordered - German Version,4,90,150,14,8.44125,285,2707,en
fireshrine,8.0,"After much anticipation, Galactic Cruise has finally arrived in Australia. As a Eurogame enthusiast, this game has been on my radar since its Kickstarter launch just over a year ago. When I first saw it, I actually mistook it for a Vital Lacerda title—especially with Ian O’Toole’s signature artwork all over it. But who exactly are Kinson Key Games? I’d never heard of these designers before. They seemingly emerged out of nowhere with a game that boasts a winning formula and top-tier artwork.

At its core, Galactic Cruise is a worker placement Eurogame with resource management and point-salad mechanics, wrapped in a unique theme centered around selling space flights. The mechanics are relatively straightforward, but the sheer number of decision points ensures players are constantly engaged in optimizing their strategies. What I enjoy most is the high level of positive player interaction and the interconnected systems. I generally avoid solitaire-style Euros (Ark Nova, no thanks).

The game’s components are top-notch, and the Game Trayz inserts are exceptionally well-designed, making setup and teardown effortless. Our first three-player game took a while but was highly competitive—I can see this game truly shining at higher player counts. My favorite Euro of 2024 was Inventions: Evolution of Ideas, but Galactic Cruise is already shaping up to be my 2025 Eurogame of the Year (unless Speakeasy arrives before the year ends).

One final highlight is the game’s impressive replayability. With two included expansions and variable setup elements—such as randomized worker placement locations and company goals—each playthrough feels fresh. If you’re a fan of Lacerda-style Euros, I highly recommend Galactic Cruise.",4,90,150,14,8.44125,285,2707,en
froste,,"Kickstarted, Future CEO-level + the playmat.",4,90,150,14,8.44125,285,2707,en
Fueffe,10.0,Top!,4,90,150,14,8.44125,285,2707,en
G0nzo,,"Play as a company supervisor that builds shuttles and sends guests in space, upgrade shuttle, WP.
WP with diff. types, multi-use cards

+ Complex (Lacerda)
+ Nice production
+ Very good rating
- I didn't like the gameplay",4,90,150,14,8.44125,285,2707,en
GamerWonderWoman,,TJÜ,4,90,150,14,8.44125,285,2707,et
garry_rice,8.0,"Enjoyed my first play of this (TTS). Enjoyed the twist on worker placement with the developments potentially extending action options.  Also enjoyed building the cruisers and running the cruises. If anything, it felt like the game was perhaps just a bit on the short side although that's probably good design:)

The end snuck up on us very quickly and caught all of us unawares/unprepared so keep a close eye on where people are at with their cruises and public goals.

Edit - Taught and played with an actual copy and we all enjoyed it although I'm not sure I'll do the introductory game anymore - curious to explore the random setups.",4,90,150,14,8.44125,285,2707,en
username,rating,comment,max_players,minplaytime,maxplaytime,age,ratings_avg,count_wanting,count_wishing,en
adamscott,8.0,"Not sure about replayability, but a very fun light battle game.",2,15,15,8,6.89476,56,328,en
Arctic Jack,9.0,"An amazing two player battle with a nice balance between luck and skill. The multiple maps bring a different battlefield and focus to each game which helps a lot with replayability. 

I can’t wait to get a copy, I hope the publishers do the game justice with solid components.",2,15,15,8,6.89476,56,328,en
Avid_Equinox,8.0,"+ Plenty of maps
+ quick to learn

+/- strategy is pretty basic - good for beginners/kids

+ you have two different ways to win and can switch which you're going for pretty quickly
+ unit effects allow plenty of agency and interaction",2,15,15,8,6.89476,56,328,en
Beer4Dad,8.0,This is EXACTLY the kind of silly fun I am looking for in games of the ilk. Paolo does it again!,2,15,15,8,6.89476,56,328,en
Bizmat,,Bgb hold,2,15,15,8,6.89476,56,328,en
Bombadillo,3.0,"At a first glance Toy Battle looks like a cute light game: but the more you play it the more you realize how shallow it is. You’re in the hands of the tokens you’re drawing: and more likely than not, usually you don’t have the units you need available.

So the game turns into a luckfest: whoever is lucky enough to have the right units available at the right moment wins. 
So much for a game.",2,15,15,8,6.89476,56,328,en
botticus,6.0,One play. It was alright? I grabbed stars early and at that point it seems like rushing the endgame by playing out your tiles might be the strategy? We went back and forth over the same spot a bunch which isn't very exciting. ,2,15,15,8,6.89476,56,328,en
Caballosser,8.0,Fun filler,2,15,15,8,6.89476,56,328,fr
Calajan777,8.0,"Buen juego, reglas sencillas pero adictivo desde el primer momento.",2,15,15,8,6.89476,56,328,es
capnwaffer,9.0,"Quick, snappy, easy to learn and engaging through out the entire game.",2,15,15,8,6.89476,56,328,en
captain_poulet,4.0,cool design but seems boring after few games.,2,15,15,8,6.89476,56,328,da
CarsonChandler,3.7,First few games were fun. Then I lost in 2 turns after my opponent played 3 2s in a row. Blechh.,2,15,15,8,6.89476,56,328,en
charbo75,8.0,"Great game. Easy to learn (maybe 2 minutes) but really tactical. Sometimes it's better to rush, sometimes better to wait. A little mistake can result in a game lost 5 tiens later. I can't stop playing it on BGA. It will be a instant buy.",2,15,15,8,6.89476,56,328,en
CharlyMorgoth,7.0,"Straight after Captain Flip, Paolo Mori designed this other small gem for two players only. Bravo!",2,15,15,8,6.89476,56,328,en
Cleverpun,8.0,"A straightforward area control game. Not complicated, rounds are fast.

The main charm here is that all the units feel good to play. No matter which unit I was putting down, I felt excited to use its effect (or in the case of the 7-strength unit, to make my opponent's plays harder).",2,15,15,8,6.89476,56,328,en
CoconutTank,7.0,"Played Toy Battle on BGA. It's very fast for what it offers so that's good. Luck of the draw definitely plays a big part, and some abilities have very important timings.",2,15,15,8,6.89476,56,328,en
CreativityBrain,2.0,Bizzare game ending conditions.,2,15,15,8,6.89476,56,328,it
Demiss,6.8,At least it's quick.,2,15,15,8,6.89476,56,328,en
diabolus,,Stratego 2.0,2,15,15,8,6.89476,56,328,pl
DonGlande,7.0,BGA,2,15,15,8,6.89476,56,328,en
enavico,5.0,"+ Super simple and fast

- I don't feel the tension of the tug of war/tower defense elements",2,15,15,8,6.89476,56,328,en
erichilm,8.0,"Mix of MOBA and Tower Defense.
Easy rules and quick gameplay.
Powers and maps ensure different tactics to be developed every game, that lead to difficult choices and tension.
Under the surface, There is more than what meets the eye!
",2,15,15,8,6.89476,56,328,en
Etoclas,10.0,"Fast, clear, with very high replayability.
So good!",2,15,15,8,6.89476,56,328,en
francobollus,8.0,I do not have/played the physical version but the BGA version is quick and fun!,2,15,15,8,6.89476,56,328,en
Fried Egg,7.0,"Sure, luck of the draw is a significant factor in deciding who will win but good tactical play is not to be dismissed and it's a pretty quick game.",2,15,15,8,6.89476,56,328,en
gamerdoge,7.0,"quite nice, as expected from Paolo Mori, but the theme doesn't fit with me. I'd still rather play Blitzkrieg, just for the theme.",2,15,15,8,6.89476,56,328,en
GeorgW,8.5,"[ImageID=8589750small]
Another simple and engaging 2-player light war game from Paolo Mori and friends!

[b]Pros:[/b]


[b]Cons:[/b]",2,15,15,8,6.89476,56,328,en
Harmon758,5.0,https://boardgamearena.com/gamepanel?game=toybattle,2,15,15,8,6.89476,56,328,en
heathbarATL,7.5,(BGA) Fun and quick little game that blends Blitzkrieg with Clash Royale.,2,15,15,8,6.89476,56,328,en
HeleneDelforge,9.0,"Absolutely loving Toy Battle! The perfect mix of quick gameplay, smart strategy, and endless replayability. The 8 different boards add variety and keep every match fresh and exciting. The tension and tactical depth make it a must-play for duel lovers!",2,15,15,8,6.89476,56,328,en
Herzer,,Juego que simula a Clash of Clans,2,15,15,8,6.89476,56,328,pt
hiimjosh,4.0,"Gave it chances, but it's too random for me. Watching the opponent luck into a string of army men is so eye roll.",2,15,15,8,6.89476,56,328,en
